eleve_id,niveau_actuel,notes_n2,notes_n1,notes_actuelle,annee_partielle,tendance_notes,serie,riasec_R,riasec_I,riasec_A,riasec_S,riasec_E,riasec_C,moyenne_generale,filiere_choisie,score_60_40,match_riasec,ecart_notes_seuil,nb_consultations,en_favori,score_similarite_recherche,statut,satisfaction
297,BAC_2,9.38,11.27,7.7,False,-0.84,B,0.477,1.0,0.676,0.224,0.508,0.802,9.45,Lettres,0.684,0.843,-0.55,9,False,0.745,ADMIS,2
298,BAC_1,14.11,15.97,13.15,False,-0.478,C,0.474,1.0,0.462,0.948,0.914,0.362,14.41,Communication,0.885,0.847,4.41,6,True,0.863,ADMIS,4
299,BAC_1,15.34,14.22,13.97,False,-0.682,A,0.71,0.97,0.091,0.481,1.0,0.219,14.51,Agronomie,0.88,0.899,3.51,7,False,0.666,ADMIS,4
300,BAC_1,10.79,12.05,11.01,True,0.111,C,0.187,0.89,0.347,1.0,0.609,0.551,11.28,Lettres,0.742,0.817,1.28,6,True,0.728,REORIENTE,2
301,BAC_2,12.08,9.93,10.84,False,-0.621,E,0.455,0.125,0.393,0.984,1.0,0.809,10.95,Gestion_Commerce,0.799,0.934,0.95,2,True,0.683,ADMIS,4
302,LYCEE_TLE,10.05,9.16,13.3,True,1.626,D,0.853,0.805,1.0,0.652,0.329,0.51,10.84,Lettres,0.777,0.905,0.84,3,False,0.812,ADMIS,5
303,BAC_2,12.32,10.36,9.68,True,-1.323,A,0.505,0.588,0.98,0.96,1.0,0.823,10.79,Lettres,0.753,0.868,0.79,10,True,0.82,ADMIS,4
304,BAC_2,15.17,16.64,14.38,True,-0.396,A,0.572,0.176,0.283,0.035,0.172,1.0,15.4,Agronomie,0.807,0.718,4.4,9,True,0.686,ADMIS,4
305,BAC_1,8.54,7.19,9.16,False,0.311,E,0.522,1.0,0.968,0.199,0.738,0.231,8.29,Lettres,0.656,0.873,-1.71,10,True,0.682,ADMIS,3
306,BAC_1,11.25,11.68,8.49,True,-1.379,G,0.156,0.595,0.195,0.326,1.0,0.924,10.48,Gestion_Commerce,0.793,0.957,0.48,11,False,0.713,ADMIS,4
307,LYCEE_TLE,11.92,11.56,13.18,False,0.631,D,0.455,0.108,0.476,0.982,0.168,1.0,12.22,Gestion_Commerce,0.71,0.702,2.22,8,False,0.739,ADMIS,3
308,BAC_3,16.93,14.26,16.52,True,-0.204,C,0.148,0.822,0.263,1.0,0.566,0.234,15.9,Communication,0.887,0.812,5.9,5,True,0.888,ADMIS,5
309,BAC_3,6.91,6.67,9.59,False,1.342,D,0.618,0.681,0.676,0.966,1.0,0.443,7.72,Communication,0.652,0.904,-2.28,10,True,0.712,REORIENTE,2
310,BAC_3,16.21,12.53,13.88,True,-1.165,E,0.493,0.224,0.409,1.0,0.387,0.806,14.21,Gestion_Commerce,0.84,0.786,4.21,11,False,0.829,ADMIS,4
311,BAC_2,10.72,8.24,9.67,False,-0.525,C,0.118,1.0,0.26,0.897,0.61,0.716,9.54,Droit,0.674,0.954,-2.46,9,True,0.815,ADMIS,3
312,BAC_3,15.45,16.69,13.64,False,-0.903,G,0.929,0.293,0.866,0.025,1.0,0.597,15.26,Gestion_Commerce,0.859,0.765,5.26,10,False,0.756,ADMIS,4
313,BAC_3,13.1,12.36,16.43,False,1.668,A,0.719,1.0,0.399,0.487,0.385,0.598,13.96,Agronomie,0.885,0.945,2.96,7,False,0.707,ADMIS,5
314,LYCEE_2ND,8.46,10.64,12.13,False,1.835,NA,0.783,0.182,0.504,1.0,0.11,0.777,10.41,Informatique,0.0,0.653,-1.59,6,False,0.856,REORIENTE,1
315,LYCEE_TLE,12.56,10.83,6.0,True,-3.28,D,0.553,0.184,0.403,0.492,0.743,1.0,9.8,Gestion_Commerce,0.736,0.907,-0.2,3,False,0.723,REORIENTE,2
316,LYCEE_1ERE,13.16,11.69,11.46,False,-0.85,C,0.829,0.221,0.039,1.0,0.967,0.204,12.1,Lettres,0.577,0.489,2.1,4,True,0.784,ADMIS,4
317,LYCEE_1ERE,11.24,14.48,13.61,False,1.184,C,0.618,0.177,1.0,0.896,0.98,0.924,13.11,Lettres,0.8,0.793,3.11,7,False,0.614,ADMIS,5
318,LYCEE_1ERE,17.49,17.46,13.97,True,-1.762,C,0.722,0.678,0.752,0.062,1.0,0.055,16.31,Lettres,0.822,0.703,6.31,2,False,0.817,ADMIS,3
319,LYCEE_TLE,14.51,12.21,13.65,True,-0.429,A,0.2,0.821,1.0,0.073,0.271,0.467,13.46,Lettres,0.895,0.928,3.46,11,False,0.626,ADMIS,4
320,BAC_3,15.05,13.34,18.81,True,1.884,G,0.97,0.886,0.66,0.297,1.0,0.012,15.73,Agronomie,0.91,0.868,4.73,11,False,0.719,ADMIS,4
321,LYCEE_1ERE,10.33,11.27,8.19,True,-1.07,D,0.246,0.443,0.266,0.946,0.702,1.0,9.93,Lettres,0.618,0.701,-0.07,10,False,0.664,REORIENTE,3
322,LYCEE_TLE,13.08,11.89,11.93,False,-0.576,D,0.443,1.0,0.297,0.707,0.822,0.514,12.3,Gestion_Commerce,0.791,0.831,2.3,11,False,0.674,ADMIS,4
323,BAC_3,16.08,13.18,11.57,True,-2.256,D,0.816,0.54,0.866,1.0,0.766,0.112,13.61,Communication,0.888,0.906,3.61,4,False,0.728,ADMIS,4
324,LYCEE_TLE,10.83,10.85,9.88,False,-0.472,A,0.835,0.024,0.248,0.059,1.0,0.006,10.52,Gestion_Commerce,0.625,0.673,0.52,6,True,0.658,ADMIS,4
325,COLLEGE,11.46,11.08,9.21,False,-1.124,NA,0.029,0.172,0.703,0.368,0.016,1.0,10.58,Lettres,0.0,0.762,0.58,2,False,0.553,ADMIS,3
326,COLLEGE,11.66,13.81,14.25,False,1.296,NA,0.862,0.307,0.272,1.0,0.586,0.123,13.24,Gestion_Commerce,0.0,0.67,3.24,6,True,0.658,ADMIS,4
327,BAC_3,12.11,10.61,15.36,False,1.624,E,0.098,0.939,1.0,0.781,0.749,0.064,12.69,Communication,0.874,0.943,2.69,5,True,0.652,ADMIS,4
328,LYCEE_TLE,10.12,13.23,12.44,False,1.158,B,0.209,0.589,0.622,1.0,0.603,0.809,11.93,Communication,0.812,0.892,1.93,10,True,0.57,ADMIS,5
329,LYCEE_2ND,12.42,11.61,12.0,True,-0.21,NA,0.854,0.128,0.264,1.0,0.191,0.102,12.01,Genie_Civil,0.0,0.605,-0.99,2,False,0.252,REORIENTE,2
330,LYCEE_TLE,13.3,10.94,14.24,False,0.468,A,0.364,0.304,1.0,0.439,0.63,0.856,12.83,Communication,0.848,0.891,2.83,7,False,0.53,ADMIS,3
331,BAC_1,11.02,11.35,9.39,False,-0.816,C,0.603,0.337,0.659,0.147,1.0,0.777,10.59,Gestion_Commerce,0.756,0.887,0.59,5,False,0.636,ADMIS,3
332,BAC_2,9.22,9.99,10.3,False,0.538,B,0.311,0.363,1.0,0.865,0.627,0.969,9.84,Communication,0.744,0.917,-0.16,10,False,0.693,ADMIS,4
333,BAC_2,8.78,7.93,9.25,False,0.236,B,0.89,0.391,1.0,0.123,0.867,0.942,8.65,Communication,0.603,0.761,-1.35,11,False,0.795,ADMIS,4
334,LYCEE_2ND,13.35,13.51,15.66,False,1.154,NA,0.782,1.0,0.016,0.295,0.5,0.672,14.17,Informatique,0.0,0.971,2.17,1,False,0.376,ADMIS,4
335,BAC_1,15.06,15.81,15.98,False,0.458,D,0.826,0.011,0.818,0.417,1.0,0.244,15.62,Communication,0.887,0.812,5.62,8,False,0.641,ADMIS,5
336,BAC_1,14.25,14.07,14.69,True,0.217,E,0.414,1.0,0.835,0.887,0.364,0.599,14.34,Lettres,0.939,0.943,4.34,9,True,0.925,ADMIS,5
337,BAC_1,12.53,12.73,11.42,False,-0.558,D,0.956,1.0,0.841,0.809,0.368,0.582,12.23,Lettres,0.811,0.87,2.23,4,True,0.707,ADMIS,4
338,LYCEE_TLE,7.96,6.86,10.25,False,1.144,G,0.142,0.592,0.64,0.392,0.39,1.0,8.36,Lettres,0.64,0.842,-1.64,6,False,0.776,ADMIS,4
339,BAC_1,9.3,9.49,9.97,False,0.335,G,1.0,0.36,0.724,0.54,0.455,0.24,9.59,Agronomie,0.672,0.881,-1.41,9,True,0.692,ADMIS,5
340,BAC_3,11.29,11.49,11.73,True,0.221,C,0.117,0.271,0.083,0.529,0.282,1.0,11.5,Gestion_Commerce,0.74,0.799,1.5,11,False,0.709,ADMIS,3
341,BAC_3,16.74,16.68,15.24,False,-0.745,A,0.895,0.06,0.392,0.054,1.0,0.915,16.22,Agronomie,0.857,0.761,5.22,7,True,0.847,ADMIS,3
342,LYCEE_TLE,9.44,10.91,12.36,False,1.461,D,0.762,0.547,0.152,0.097,0.476,1.0,10.91,Gestion_Commerce,0.678,0.736,0.91,2,False,0.828,ADMIS,3
343,BAC_3,12.11,13.37,10.51,False,-0.803,E,1.0,0.243,0.116,0.978,0.796,0.379,12.0,Agronomie,0.764,0.874,1.0,6,False,0.717,ADMIS,4
344,BAC_2,9.94,10.68,8.19,False,-0.873,B,0.95,1.0,0.821,0.3,0.665,0.083,9.6,Lettres,0.658,0.79,-0.4,6,False,0.952,ADMIS,5
345,LYCEE_2ND,18.35,17.62,16.47,False,-0.936,NA,1.0,0.023,0.641,0.175,0.733,0.072,17.48,Communication,0.0,0.666,7.48,0,False,0.27,ADMIS,4
346,BAC_3,14.8,16.23,12.63,True,-1.087,C,0.494,1.0,0.374,0.428,0.342,0.911,14.55,Informatique,0.85,0.913,2.55,6,True,0.591,ADMIS,4
347,BAC_1,14.48,15.93,16.86,True,1.19,G,0.505,0.071,0.435,0.348,1.0,0.701,15.76,Gestion_Commerce,0.965,0.942,5.76,11,True,0.766,ADMIS,5
348,LYCEE_2ND,11.63,13.45,11.86,True,0.115,NA,0.139,0.84,0.027,0.058,1.0,0.778,12.31,Agronomie,0.0,0.694,1.31,2,False,0.496,ADMIS,4
349,COLLEGE,13.58,14.21,15.02,False,0.721,NA,0.165,1.0,0.203,0.32,0.159,0.846,14.27,Informatique,0.0,0.831,2.27,1,False,0.3,ADMIS,4
350,BAC_1,14.83,14.69,12.65,True,-1.089,C,0.583,0.82,1.0,0.361,0.738,0.762,14.06,Lettres,0.896,0.889,4.06,10,False,0.909,ADMIS,5
351,LYCEE_TLE,12.73,12.81,11.63,False,-0.552,C,0.307,1.0,0.245,0.381,0.955,0.458,12.39,Gestion_Commerce,0.802,0.845,2.39,4,False,0.862,REORIENTE,2
352,BAC_1,10.68,10.0,10.04,True,-0.32,B,0.628,1.0,0.906,0.935,0.216,0.548,10.24,Lettres,0.768,0.93,0.24,9,False,0.888,ADMIS,5
353,BAC_1,13.56,13.67,13.01,False,-0.274,E,0.696,0.424,1.0,0.777,0.564,0.221,13.41,Communication,0.898,0.935,3.41,9,False,0.729,ADMIS,2
354,COLLEGE,14.75,13.32,13.0,True,-0.877,NA,0.646,0.491,1.0,0.762,0.513,0.268,13.69,Communication,0.0,0.941,3.69,9,False,0.729,ADMIS,4
355,BAC_2,9.34,10.07,8.68,True,-0.327,C,0.497,0.985,0.165,1.0,0.436,0.155,9.36,Agronomie,0.64,0.843,-1.64,10,True,0.707,ADMIS,5
356,BAC_2,10.05,10.36,10.46,False,0.202,D,1.0,0.496,0.425,0.252,0.237,0.801,10.29,Agronomie,0.725,0.922,-0.71,6,True,0.698,ADMIS,4
357,LYCEE_1ERE,10.33,10.53,12.08,False,0.876,D,0.394,0.494,0.324,1.0,0.305,0.569,10.98,Lettres,0.71,0.785,0.98,10,False,0.662,ADMIS,4
358,LYCEE_TLE,12.38,11.64,15.19,True,1.404,G,0.508,0.743,1.0,0.688,0.273,0.665,13.07,Lettres,0.896,0.954,3.07,5,False,0.872,ADMIS,3
359,BAC_2,14.47,13.83,15.06,False,0.298,D,1.0,0.347,0.937,0.755,0.216,0.14,14.45,Lettres,0.856,0.796,4.45,9,False,0.612,ADMIS,4
360,LYCEE_TLE,13.15,12.43,13.15,True,-0.003,C,0.464,1.0,0.151,0.363,0.215,0.477,12.91,Lettres,0.747,0.718,2.91,2,True,0.79,ADMIS,3
361,BAC_3,11.82,13.14,11.63,False,-0.095,C,0.047,0.192,0.16,0.622,1.0,0.398,12.2,Gestion_Commerce,0.868,0.967,2.2,6,False,0.746,ADMIS,4
362,BAC_2,12.84,13.1,15.2,False,1.179,C,0.239,0.303,0.098,0.026,1.0,0.099,13.72,Gestion_Commerce,0.849,0.833,3.72,8,False,0.652,ADMIS,4
363,LYCEE_1ERE,14.95,15.67,14.96,True,0.002,C,0.467,0.496,1.0,0.691,0.524,0.88,15.19,Lettres,0.944,0.907,5.19,4,True,0.584,ADMIS,5
364,BAC_1,12.14,13.46,11.02,True,-0.559,G,0.053,0.599,0.683,1.0,0.703,0.111,12.21,Communication,0.856,0.946,2.21,4,True,0.776,ADMIS,4
365,LYCEE_TLE,9.5,10.01,12.71,True,1.604,A,0.937,0.289,0.503,1.0,0.569,0.413,10.74,Gestion_Commerce,0.662,0.72,0.74,10,True,0.606,ADMIS,3
366,COLLEGE,16.24,16.04,15.24,False,-0.5,NA,0.969,0.453,0.496,1.0,0.225,0.813,15.84,Gestion_Commerce,0.0,0.656,5.84,10,True,0.606,ADMIS,5
367,BAC_3,11.16,15.54,11.27,False,0.055,C,0.856,1.0,0.336,0.144,0.755,0.714,12.66,Agronomie,0.826,0.933,1.66,10,False,0.715,ADMIS,3
368,LYCEE_2ND,15.17,17.76,14.95,False,-0.112,NA,1.0,0.095,0.121,0.941,0.869,0.903,15.96,Agronomie,0.0,0.835,4.96,10,False,0.715,ADMIS,4
369,BAC_1,12.69,11.84,14.74,True,1.026,E,0.609,0.563,0.316,0.612,0.311,1.0,13.09,Gestion_Commerce,0.78,0.76,3.09,9,False,0.669,ADMIS,3
370,BAC_2,10.21,10.34,8.95,False,-0.632,D,0.433,0.76,1.0,0.038,0.689,0.239,9.83,Lettres,0.709,0.86,-0.17,10,True,0.625,ADMIS,4
371,LYCEE_1ERE,12.31,10.67,13.5,True,0.596,G,0.729,1.0,0.185,0.178,0.111,0.604,12.16,Lettres,0.673,0.645,2.16,3,False,0.715,REORIENTE,2
372,BAC_1,12.89,11.81,12.65,True,-0.118,C,0.574,0.317,0.979,0.615,1.0,0.364,12.45,Communication,0.859,0.935,2.45,6,False,0.818,ADMIS,4
373,BAC_1,7.73,12.87,8.22,True,0.246,A,0.224,1.0,0.488,0.045,0.214,0.526,9.61,Lettres,0.67,0.81,-0.39,3,True,0.777,ADMIS,3
374,BAC_1,11.75,11.71,11.13,True,-0.307,A,1.0,0.118,0.224,0.321,0.887,0.753,11.53,Gestion_Commerce,0.752,0.818,1.53,8,False,0.706,ADMIS,5
375,LYCEE_1ERE,11.67,11.55,15.19,True,1.76,E,0.94,0.258,0.237,1.0,0.707,0.469,12.8,Lettres,0.674,0.603,2.8,10,False,0.731,ADMIS,4
376,BAC_3,9.43,11.39,10.53,True,0.549,D,0.375,0.527,0.416,0.885,0.2,1.0,10.45,Lettres,0.685,0.778,0.45,11,True,0.807,ADMIS,5
377,LYCEE_1ERE,11.38,12.86,10.83,True,-0.275,G,0.182,1.0,0.017,0.534,0.325,0.924,11.69,Lettres,0.663,0.659,1.69,4,True,0.518,REORIENTE,3
378,BAC_1,15.37,13.96,15.63,False,0.127,G,0.968,0.568,1.0,0.768,0.524,0.655,14.98,Lettres,0.915,0.859,4.98,11,False,0.821,ADMIS,4
379,BAC_2,11.65,12.0,16.9,True,2.626,G,0.726,0.65,1.0,0.281,0.073,0.562,13.52,Lettres,0.869,0.881,3.52,3,True,0.667,ADMIS,5
380,LYCEE_1ERE,11.49,11.07,10.37,False,-0.564,A,0.309,1.0,0.391,0.248,0.416,0.311,10.98,Lettres,0.73,0.817,0.98,7,True,0.723,ADMIS,5
381,LYCEE_1ERE,15.97,14.51,13.16,True,-1.404,C,0.689,0.533,1.0,0.111,0.722,0.258,14.55,Lettres,0.872,0.816,4.55,11,False,0.54,ADMIS,3
382,LYCEE_TLE,10.5,11.82,12.91,False,1.207,C,0.141,0.933,0.126,0.477,1.0,0.484,11.75,Gestion_Commerce,0.796,0.876,1.75,10,False,0.689,ADMIS,5
383,BAC_1,11.72,12.71,14.94,True,1.608,D,0.796,1.0,0.368,0.172,0.278,0.156,13.13,Informatique,0.825,0.967,1.13,9,False,0.668,ADMIS,4
384,LYCEE_1ERE,11.32,12.91,14.76,False,1.723,G,0.407,0.123,0.498,0.687,0.73,1.0,12.99,Lettres,0.736,0.694,2.99,3,False,0.622,ADMIS,4
385,BAC_2,9.28,8.16,9.07,False,-0.106,A,0.975,0.934,0.119,0.533,1.0,0.859,8.84,Agronomie,0.682,0.947,-2.16,10,False,0.695,REORIENTE,3
386,BAC_1,14.5,11.15,16.33,False,0.912,D,0.053,0.826,0.807,0.157,1.0,0.587,14.0,Gestion_Commerce,0.864,0.84,4.0,10,False,0.734,ADMIS,5
387,BAC_2,11.06,12.64,9.79,True,-0.635,C,0.947,0.485,0.174,0.906,1.0,0.106,11.16,Gestion_Commerce,0.698,0.753,1.16,9,True,0.909,ADMIS,4
388,BAC_2,9.35,6.46,6.0,False,-1.673,C,0.625,1.0,0.674,0.767,0.945,0.998,7.27,Gestion_Commerce,0.612,0.869,-2.73,7,True,0.666,REORIENTE,3
389,LYCEE_TLE,13.11,10.78,11.35,True,-0.88,A,0.553,0.131,0.819,0.065,0.492,1.0,11.74,Gestion_Commerce,0.712,0.737,1.74,5,False,0.745,ADMIS,3
390,BAC_1,15.74,13.53,15.73,False,-0.009,D,0.815,0.632,1.0,0.982,0.505,0.193,15.0,Lettres,0.93,0.883,5.0,10,False,0.967,ADMIS,5
391,LYCEE_1ERE,16.58,14.76,14.08,True,-1.254,D,0.406,1.0,0.732,0.011,0.852,0.713,15.14,Lettres,0.874,0.789,5.14,9,False,0.783,ADMIS,4
392,BAC_1,13.05,14.22,12.31,True,-0.368,E,0.263,0.809,1.0,0.913,0.305,0.849,13.19,Lettres,0.899,0.952,3.19,5,False,0.514,ADMIS,5
393,LYCEE_1ERE,13.18,15.03,14.5,False,0.659,D,1.0,0.347,0.556,0.944,0.496,0.91,14.24,Lettres,0.801,0.718,4.24,5,True,0.787,ADMIS,4
394,BAC_1,9.07,8.91,9.13,False,0.027,B,1.0,0.515,0.457,0.518,0.741,0.442,9.04,Agronomie,0.692,0.95,-1.96,6,False,0.71,REORIENTE,3
395,BAC_1,9.33,11.01,12.71,False,1.689,C,0.854,0.465,0.954,0.366,0.776,1.0,11.02,Gestion_Commerce,0.723,0.803,1.02,11,False,0.864,ADMIS,3
396,BAC_2,12.91,16.56,14.0,False,0.545,E,0.361,0.029,0.527,0.208,1.0,0.319,14.49,Gestion_Commerce,0.914,0.89,4.49,9,True,0.913,ADMIS,5
397,BAC_3,12.19,13.7,12.34,True,0.076,G,0.663,0.936,0.469,0.824,1.0,0.834,12.74,Gestion_Commerce,0.839,0.881,2.74,8,False,0.7,ADMIS,3
398,LYCEE_TLE,11.69,11.78,10.43,True,-0.635,G,0.985,0.452,0.05,0.319,0.879,1.0,11.3,Gestion_Commerce,0.747,0.825,1.3,2,False,0.769,ADMIS,5
399,LYCEE_TLE,13.63,14.09,14.32,False,0.345,A,0.09,0.532,0.202,0.53,0.615,1.0,14.02,Gestion_Commerce,0.904,0.905,4.02,7,True,0.814,ADMIS,4
400,LYCEE_TLE,14.62,15.94,19.0,False,2.189,D,0.682,1.0,0.353,0.622,0.959,0.309,16.52,Communication,0.861,0.768,6.52,7,False,0.721,ADMIS,5
401,BAC_3,11.39,14.45,14.84,False,1.725,C,0.736,1.0,0.828,0.12,0.433,0.652,13.56,Lettres,0.843,0.835,3.56,6,False,0.76,ADMIS,3
402,BAC_3,11.25,11.08,12.57,True,0.658,D,0.588,1.0,0.955,0.794,0.963,0.124,11.63,Lettres,0.792,0.877,1.63,8,False,0.849,ADMIS,3
403,BAC_3,11.91,13.48,13.33,False,0.71,D,0.775,0.012,0.069,0.082,1.0,0.289,12.91,Gestion_Commerce,0.78,0.773,2.91,9,False,0.888,ADMIS,4
404,BAC_3,17.02,15.68,14.29,False,-1.367,C,1.0,0.96,0.243,0.888,0.597,0.629,15.66,Agronomie,0.969,0.97,4.66,4,False,0.83,ADMIS,4
405,BAC_1,10.95,14.97,13.03,True,1.038,G,0.117,0.855,1.0,0.863,0.736,0.803,12.98,Lettres,0.882,0.937,2.98,8,False,0.857,ADMIS,4
406,BAC_2,10.98,11.83,10.84,False,-0.069,D,0.098,0.968,0.805,0.151,1.0,0.131,11.22,Lettres,0.731,0.804,1.22,7,True,0.728,ADMIS,4
407,LYCEE_TLE,13.33,11.73,13.82,False,0.244,A,0.762,0.472,0.498,1.0,0.826,0.246,12.96,Communication,0.829,0.852,2.96,5,False,0.713,ADMIS,3
408,LYCEE_TLE,12.17,12.1,15.39,False,1.606,A,0.155,0.495,0.869,0.421,0.856,1.0,13.22,Gestion_Commerce,0.866,0.895,3.22,6,False,0.576,ADMIS,5
409,BAC_1,14.02,14.08,12.66,False,-0.68,C,0.82,0.709,0.14,0.214,0.322,1.0,13.59,Agronomie,0.848,0.907,2.59,2,False,0.763,REORIENTE,2
410,BAC_3,14.2,15.18,14.76,False,0.278,A,1.0,0.526,0.962,0.669,0.723,0.833,14.72,Agronomie,0.87,0.869,3.72,11,True,0.637,ADMIS,5
411,LYCEE_TLE,14.84,14.37,13.72,True,-0.561,G,0.975,0.797,0.81,1.0,0.614,0.9,14.31,Lettres,0.874,0.836,4.31,11,False,0.838,ADMIS,5
412,BAC_1,13.57,14.31,13.23,False,-0.168,C,0.834,0.096,0.133,0.356,1.0,0.416,13.7,Gestion_Commerce,0.851,0.839,3.7,11,False,0.638,ADMIS,4
413,LYCEE_TLE,14.55,11.42,15.75,True,0.598,C,0.353,1.0,0.055,0.44,0.871,0.498,13.91,Gestion_Commerce,0.853,0.828,3.91,6,False,0.622,ADMIS,4
414,BAC_1,16.23,14.04,14.08,False,-1.076,D,0.11,0.439,0.616,0.082,0.112,1.0,14.78,Lettres,0.844,0.754,4.78,6,False,0.811,ADMIS,4
415,BAC_2,13.44,11.43,11.59,False,-0.923,G,1.0,0.093,0.792,0.223,0.85,0.764,12.15,Gestion_Commerce,0.749,0.771,2.15,9,False,0.609,ADMIS,4
416,BAC_2,9.35,7.89,11.56,False,1.11,D,0.118,1.0,0.518,0.785,0.229,0.144,9.6,Lettres,0.718,0.889,-0.4,11,True,0.819,ADMIS,4
417,LYCEE_1ERE,11.05,12.13,10.46,True,-0.295,C,1.0,0.095,0.614,0.238,0.398,0.345,11.22,Lettres,0.619,0.618,1.22,9,True,0.86,REORIENTE,4
418,BAC_1,11.96,14.9,11.46,False,-0.248,C,0.095,0.828,1.0,0.706,0.008,0.788,12.78,Lettres,0.883,0.953,2.78,2,False,0.734,ADMIS,5
419,BAC_1,13.87,16.84,16.5,False,1.314,A,0.106,0.673,0.544,1.0,0.062,0.272,15.74,Lettres,0.931,0.885,5.74,9,False,0.854,ADMIS,3
420,BAC_1,15.36,15.94,17.16,False,0.901,G,0.639,0.13,1.0,0.014,0.998,0.111,16.15,Communication,0.867,0.779,6.15,3,False,0.729,ADMIS,4
421,BAC_1,8.46,10.28,9.92,False,0.725,C,0.038,0.272,0.949,0.304,1.0,0.571,9.55,Communication,0.722,0.9,-0.45,11,True,0.714,ADMIS,5
422,LYCEE_TLE,10.74,12.31,11.63,False,0.447,E,0.971,0.629,0.445,1.0,0.508,0.234,11.56,Communication,0.728,0.775,1.56,9,True,0.885,ADMIS,5
423,LYCEE_TLE,11.55,12.61,11.85,False,0.148,C,0.931,1.0,0.161,0.199,0.381,0.846,12.0,Gestion_Commerce,0.658,0.63,2.0,9,False,0.724,ADMIS,5
424,LYCEE_TLE,15.46,15.16,15.08,False,-0.191,C,0.746,0.664,1.0,0.535,0.201,0.242,15.23,Lettres,0.946,0.909,5.23,11,True,0.829,ADMIS,4
425,LYCEE_1ERE,12.14,10.71,9.81,True,-1.163,D,0.78,1.0,0.981,0.059,0.548,0.025,10.89,Lettres,0.719,0.806,0.89,8,True,0.742,ADMIS,2
426,COLLEGE,12.31,9.8,8.23,True,-2.042,NA,0.503,0.767,0.542,0.28,0.546,1.0,10.11,Agronomie,0.0,0.836,-0.89,2,False,0.552,REORIENTE,2
427,LYCEE_TLE,11.9,9.58,11.03,False,-0.435,D,0.172,0.95,0.584,0.674,1.0,0.22,10.84,Gestion_Commerce,0.725,0.819,0.84,11,True,0.971,ADMIS,4
428,LYCEE_1ERE,11.6,14.33,13.07,False,0.733,A,0.337,1.0,0.495,0.684,0.264,0.262,13.0,Lettres,0.852,0.887,3.0,3,False,0.688,ADMIS,4
429,BAC_3,14.79,13.98,14.83,False,0.019,A,0.193,0.756,0.126,0.475,0.8,1.0,14.53,Gestion_Commerce,0.926,0.907,4.53,8,False,0.726,ADMIS,4
430,BAC_1,12.41,14.06,14.03,True,0.811,A,1.0,0.74,0.683,0.803,0.312,0.662,13.5,Agronomie,0.856,0.926,2.5,6,True,0.603,ADMIS,3
431,BAC_2,8.85,10.46,10.98,True,1.069,A,0.769,0.704,1.0,0.209,0.901,0.981,10.1,Communication,0.683,0.798,0.1,10,True,0.718,ADMIS,4
432,LYCEE_TLE,12.18,11.75,13.28,True,0.553,D,1.0,0.421,0.85,0.48,0.627,0.847,12.4,Communication,0.77,0.79,2.4,11,False,0.665,ADMIS,3
433,LYCEE_TLE,13.3,13.4,14.57,False,0.636,C,0.313,0.181,0.647,1.0,0.823,0.108,13.76,Communication,0.907,0.928,3.76,10,False,0.843,ADMIS,4
434,LYCEE_2ND,13.89,14.66,11.92,True,-0.987,NA,0.943,0.363,0.35,1.0,0.201,0.763,13.49,Lettres,0.0,0.672,3.49,2,False,0.778,ADMIS,4
435,LYCEE_1ERE,13.47,18.66,15.78,False,1.155,D,0.623,1.0,0.269,0.19,0.401,0.163,15.97,Lettres,0.818,0.696,5.97,8,False,0.659,ADMIS,3
436,BAC_1,11.0,11.67,7.58,True,-1.71,C,1.0,0.744,0.283,0.963,0.366,0.548,10.08,Agronomie,0.734,0.952,-0.92,3,False,0.695,ADMIS,4
437,LYCEE_2ND,15.36,14.14,12.47,True,-1.442,NA,0.513,0.165,0.365,1.0,0.215,0.172,13.99,Lettres,0.0,0.702,3.99,7,False,0.706,ADMIS,5
438,BAC_1,10.19,10.41,12.34,False,1.075,D,0.317,0.367,0.163,0.62,1.0,0.435,10.98,Gestion_Commerce,0.814,0.958,0.98,2,True,0.74,ADMIS,4
439,LYCEE_2ND,12.0,9.81,9.95,True,-1.022,NA,1.0,0.82,0.113,0.549,0.037,0.622,10.59,Lettres,0.0,0.604,0.59,2,False,0.354,REORIENTE,2
440,BAC_1,15.83,15.63,12.51,False,-1.66,C,0.691,0.751,0.785,0.664,1.0,0.287,14.65,Communication,0.922,0.893,4.65,4,False,0.813,ADMIS,3
441,LYCEE_TLE,11.1,10.67,10.42,True,-0.343,A,1.0,0.668,0.004,0.681,0.605,0.806,10.73,Gestion_Commerce,0.681,0.753,0.73,4,False,0.865,REORIENTE,3
442,BAC_1,12.77,13.72,12.43,False,-0.171,C,0.855,1.0,0.445,0.87,0.717,0.183,12.98,Agronomie,0.832,0.922,1.98,10,False,0.513,ADMIS,4
443,BAC_3,11.65,12.31,12.46,False,0.405,D,0.186,0.817,0.709,1.0,0.249,0.341,12.14,Lettres,0.845,0.933,2.14,8,False,0.777,ADMIS,3
444,LYCEE_2ND,16.07,14.22,15.74,False,-0.162,NA,0.973,1.0,0.324,0.885,0.674,0.107,15.34,Lettres,0.0,0.704,5.34,8,False,0.777,ADMIS,5
